0.000000000000000000e+00,1.514257232574845204e+02,2.869549515382473714e+02,1.140775689373526944e+02,1.918625298904140379e+02,2.144015566699726492e+02,2.866589950316508180e+02,1.744644077938360169e+02,1.951982006919886317e+02,6.476171301032543681e+01,7.173919606043209285e+01,1.167296170206439285e+02,2.161292657952950265e+02
1.514257232574845204e+02,0.000000000000000000e+00,4.137285404462807037e+02,3.912669644896257637e+01,4.335923865256123833e+01,9.015435918132132542e+01,3.477795588239787890e+02,2.527137594293330380e+02,1.990714734462277988e+02,1.050754099561709438e+02,1.209498224444498362e+02,1.063797262678203168e+02,3.212583245115606019e+02
2.869549515382473714e+02,4.137285404462807037e+02,0.000000000000000000e+00,3.755308732492163699e+02,4.570358653696970350e+02,4.328532579743010160e+02,1.904364860043733074e+02,1.836201940769001908e+02,2.882698419488058903e+02,3.094839795065028056e+02,2.927988228486511844e+02,3.188269332563139642e+02,1.067584907319847503e+02
1.140775689373526944e+02,3.912669644896257637e+01,3.755308732492163699e+02,0.000000000000000000e+00,8.223438960691397881e+01,1.088723527301004026e+02,3.184035919679629387e+02,2.187935372892734449e+02,1.771343465884124271e+02,6.625392154799172317e+01,8.324559510290688991e+01,7.776570255595147785e+01,2.848871138020592184e+02
1.918625298904140379e+02,4.335923865256123833e+01,4.570358653696970350e+02,8.223438960691397881e+01,0.000000000000000000e+00,9.361124630100954391e+01,3.858689757422910134e+02,2.941245644604812242e+02,2.330485847990239279e+02,1.483842128078308065e+02,1.642379068205937074e+02,1.465239863479479538e+02,3.638703600759716892e+02
2.144015566699726492e+02,9.015435918132132542e+01,4.328532579743010160e+02,1.088723527301004026e+02,9.361124630100954391e+01,0.000000000000000000e+00,3.264279506163076121e+02,2.539317041757888944e+02,1.679913072909219238e+02,1.524825931859065520e+02,1.574268769102123144e+02,1.174828176830503992e+02,3.303343874855117974e+02
2.866589950316508180e+02,3.477795588239787890e+02,1.904364860043733074e+02,3.184035919679629387e+02,3.858689757422910134e+02,3.264279506163076121e+02,0.000000000000000000e+00,1.122541351447784592e+02,1.584371846661219649e+02,2.665224762116254738e+02,2.453723801092731946e+02,2.417613266614870327e+02,1.126442343422284580e+02
1.744644077938360169e+02,2.527137594293330380e+02,1.836201940769001908e+02,2.187935372892734449e+02,2.941245644604812242e+02,2.539317041757888944e+02,1.122541351447784592e+02,0.000000000000000000e+00,1.058851810213469093e+02,1.601193561667568872e+02,1.392619453220236778e+02,1.479482096968303040e+02,7.754403632082269837e+01
1.951982006919886317e+02,1.990714734462277988e+02,2.882698419488058903e+02,1.771343465884124271e+02,2.330485847990239279e+02,1.679913072909219238e+02,1.584371846661219649e+02,1.058851810213469093e+02,0.000000000000000000e+00,1.459535366760881345e+02,1.283288662110336986e+02,1.010204302586909222e+02,1.815122200596905486e+02
6.476171301032543681e+01,1.050754099561709438e+02,3.094839795065028056e+02,6.625392154799172317e+01,1.483842128078308065e+02,1.524825931859065520e+02,2.665224762116254738e+02,1.601193561667568872e+02,1.459535366760881345e+02,0.000000000000000000e+00,2.115352255844007701e+01,5.393849131143746689e+01,2.211855869951822910e+02
7.173919606043209285e+01,1.209498224444498362e+02,2.927988228486511844e+02,8.324559510290688991e+01,1.642379068205937074e+02,1.574268769102123144e+02,2.453723801092731946e+02,1.392619453220236778e+02,1.283288662110336986e+02,2.115352255844007701e+01,0.000000000000000000e+00,4.648096393441525009e+01,2.019686209299958648e+02
1.167296170206439285e+02,1.063797262678203168e+02,3.188269332563139642e+02,7.776570255595147785e+01,1.465239863479479538e+02,1.174828176830503992e+02,2.417613266614870327e+02,1.479482096968303040e+02,1.010204302586909222e+02,5.393849131143746689e+01,4.648096393441525009e+01,0.000000000000000000e+00,2.201746797967063571e+02
2.161292657952950265e+02,3.212583245115606019e+02,1.067584907319847503e+02,2.848871138020592184e+02,3.638703600759716892e+02,3.303343874855117974e+02,1.126442343422284580e+02,7.754403632082269837e+01,1.815122200596905486e+02,2.211855869951822910e+02,2.019686209299958648e+02,2.201746797967063571e+02,0.000000000000000000e+00
